STA_SEQ,Station_ID_1,ADB_SegmentID,Station_Name,Proximity_Landmark,Municipality_Name,State_Name,SUB_BAS_SEQ_Name,YLat,XLong,LU_StationType_SEQ,textbox2
14592,470,CT3207-00_01a,Fenton River,downstream 250 m Chaffeeville Road crossing,MANSFIELD,Connecticut,3207 - Fenton River - Natchaug - Thames,41.7925,-72.21,River/Stream,Total Records: 6196
14593,471,CT3404-00_01,Whetstone Brook,downstream Route 12,KILLINGLY,Connecticut,3404 - Whetstone Brook - Fivemile - Thames,41.831633,-71.878097,River/Stream,Total Records: 6196
14594,472,CT3500-00_02,Moosup River,adjacent Route 14 one way (east),PLAINFIELD,Connecticut,3500 - Moosup River - Moosup - Thames,41.7148,-71.8931,River/Stream,Total Records: 6196
14595,473,CT3501-00_01,Quanduck Brook,downstream River Road/N Sterling Rd,STERLING,Connecticut,3501 - Quanduck Brook - Moosup - Thames,41.721906,-71.836053,River/Stream,Total Records: 6196
14596,474,CT3600-00_01,Pachaug River,upstream RR tracks at South Main Street,GRISWOLD,Connecticut,3600 - Pachaug River - Pachaug - Thames,41.604,-71.9852,River/Stream,Total Records: 6196
14597,475,CT3604-00_01,Myron Kinney  Brook,adjacent Myron Kinney Road,VOLUNTOWN,Connecticut,3604 - Myron Kinney Brook - Pachaug - Thames,41.5533,-71.8619,River/Stream,Total Records: 6196
14598,476,CT3700-00_01,Quinebaug River,downstream Route 12 and upstream Patchaug River Confluence,GRISWOLD,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.6022,-71.9868,River/Stream,Total Records: 6196
14599,477,CT3710-00_01,Mashamoquet Brook,downstream Wrights Crossing Road near Mill Road,POMFRET,Connecticut,3710 - Mashamoquet Brook - Quinebaug - Thames,41.8499,-71.9359,River/Stream,Total Records: 6196
14600,478,CT3711-00_01,Blackwell Brook,upstream Wauregan Road,CANTERBURY,Connecticut,3711 - Blackwell Brook - Quinebaug - Thames,41.7407,-71.9488,River/Stream,Total Records: 6196
14601,479,CT3716-00_01,Broad Brook,downstream Old Jewitt City Road,PRESTON,Connecticut,3716 - Broad Brook - Quinebaug - Thames,41.5632,-71.9834,River/Stream,Total Records: 6196
14602,480,CT3803-00_01,Merrick Brook,at Station Road,SCOTLAND,Connecticut,3803 - Merrick Brook - Shetucket - Thames,41.661,-72.1101,River/Stream,Total Records: 6196
14603,486,CT6400-00-1-L5_01,Candlewood Lake,from entire lake,NEW FAIRFIELD,Connecticut,6400 - Lake Candlewood - Candlewood - Housatonic,41.4641,-73.4424,Lake,Total Records: 6196
14604,487,CT4500-00_01,Hockanum River Impoundment,behind East Hartford Town Hall,EAST HARTFORD,Connecticut,4500 - Hockanum River - Hockanum - Connecticut,41.7667,-72.64,Riverine Impoundment,Total Records: 6196
14605,488,CT5201-00_01,Eightmile River,downstream 100 meters Prospect Street,SOUTHINGTON,Connecticut,5201 - Eightmile River - Quinnipiac - South Central Coast,41.5908,-72.9009,River/Stream,Total Records: 6196
14606,489,CT3102-00_02,Middle River,downstream Route 190,STAFFORD,Connecticut,3102 - Middle River - Willimantic - Thames,41.9659,-72.3278,River/Stream,Total Records: 6196
14607,490,CT3103-00_01,Furnace Brook,at end of concrete channel mouth,STAFFORD,Connecticut,3103 - Furnace Brook - Willimantic - Thames,41.9529,-72.3026,River/Stream,Total Records: 6196
14608,491,INTO_CT****,Burlington Fish Hatchery,at hatchery,BURLINGTON,Connecticut,4311 - Burlington Brook - Farmington - Connecticut,41.7689,-72.9542,Facility Other,Total Records: 6196
14609,492,CT3700-00_05,Quinebaug River,adjacent Town Park at Kennedy Drive,PUTNAM,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.9081,-71.9096,River/Stream,Total Records: 6196
14610,493,INTO_CT****,Canton WPCF,at WPCF,CANTON,Connecticut,4300 - Farmington River - Farmington - Connecticut,41.8169,-72.9207,Facility Municipal Sewage (POTW),Total Records: 6196
14611,494,NOSEG,Beaver Pond,Adjacent Southern Connecticut State University,NEW HAVEN,Connecticut,5304 - Wintergreen Brook - South Central Western Complex - South Central Coast,41.331,-72.9416,Lake,Total Records: 6196
14612,495,CT6004-00_01,Konkapot River,upstream Allyndale Road,NORTH CANAAN,Connecticut,6004 - Konkapot River - Housatonic Main Stem - Housatonic,42.0374,-73.2984,River/Stream,Total Records: 6196
14613,496,NEVER,Plymouth Landfill,at landfill,PLYMOUTH,Connecticut,4315 - Pequabuck River - Farmington - Connecticut,41.6693,-72.9938,Landfill,Total Records: 6196
14614,498,CT4709-04-1-L1_01,Pocotopaug Lake,Deepest point Northwest Cove,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5961,-72.5081,Lake,Total Records: 6196
14615,499,CT4709-04-1-L1_01,Pocotopaug Lake,Deepest point Northeast Cove,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5999,-72.4953,Lake,Total Records: 6196
14616,500,CT4709-04-1-L1_01-IN,Hales Brook (Pocotopaug Lake Trib 1),Mouth Lake Drive & Boulder Road,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.6024,-72.51,River/Stream,Total Records: 6196
14617,501,CT4709-04-1-L1_01-IN,"Pocotopaug Lake, tributary to (# 2)",Mouth West side Lake Drive,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.6033,-72.5074,River/Stream,Total Records: 6196
14618,502,CT4709-04_02,Pocotopaug Creek,Immediately below Dam at Lake outlet,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5852,-72.5018,River/Stream,Total Records: 6196
14619,503,CT4709-04-1-L1_01,Pocotopaug Lake,Immediately above Dam at Lake outlet,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5855,-72.5018,Lake,Total Records: 6196
14620,504,CT3300-00_02,Langers Pond,East Side of RR tracks In Langers Pond,THOMPSON,Connecticut,3300 - French River - French - Thames,42.0143,-71.8848,Riverine Impoundment,Total Records: 6196
14621,505,CT3300-00_02,Langers Pond,West Side of RR tracks In Langers Pond,THOMPSON,Connecticut,3300 - French River - French - Thames,42.0139,-71.8865,Riverine Impoundment,Total Records: 6196
14622,506,CT3300-00-3+L3_01,North Grosvenordale Pond,center of pond adjacent to Lily Pond outlet,THOMPSON,Connecticut,3300 - French River - French - Thames,41.998,-71.8937,Riverine Impoundment,Total Records: 6196
14623,507,CT3300-00-3+L3_01,North Grosvenordale Pond,center of pond between dam and Lily Pond Outlet,THOMPSON,Connecticut,3300 - French River - French - Thames,41.9943,-71.895,Riverine Impoundment,Total Records: 6196
14624,508,CT3300-00_01,French River Impoundment (Grosvenor Dale),upstream Blain Road,THOMPSON,Connecticut,3300 - French River - French - Thames,41.9696,-71.8941,Riverine Impoundment,Total Records: 6196
14625,509,CT3300-00_01,French River Impoundment (Mechanicsville),Between point of land and Quinnatisset Brook East Side of RR tracks in pond,THOMPSON,Connecticut,3300 - French River - French - Thames,41.9434,-71.8918,Riverine Impoundment,Total Records: 6196
14626,510,CT3300-00_01,French River Impoundment (Mechanicsville),Center of pond area West side or RR crossing,THOMPSON,Connecticut,3300 - French River - French - Thames,41.9433,-71.8941,Riverine Impoundment,Total Records: 6196
14627,511,NOSEG,Webetuck Creek,upstream Sharon Station Rd.,SHARON,Connecticut,6303 - Webatuck Creek - Tenmile - Housatonic,41.8848,-73.4937,River/Stream,Total Records: 6196
14628,514,CT6912-00_01,Steele Brook,under Route 8 at mouth,WATERBURY,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5687,-73.0574,River/Stream,Total Records: 6196
14629,515,INTO_CT****,Salisbury WPCF,AT WPCF Discharge Salisbury WPCF outfall,SALISBURY,Connecticut,6005 - Factory Brook - Housatonic Main Stem - Housatonic,41.9672,-73.4282,Facility Municipal Sewage (POTW),Total Records: 6196
14630,516,INTO_CT****,Litchfield WPCF,AT POTW outfall,LITCHFIELD,Connecticut,6705 - Bantam River - Shepaug - Housatonic,41.7136,-73.245,Facility Municipal Sewage (POTW),Total Records: 6196
14631,517,INTO_CT****,Sharon POTW,at Sharon POTW outfall,SHARON,Connecticut,6301 - Indian Lake Creek - Tenmile - Housatonic,41.8893,-73.4893,Facility Municipal Sewage (POTW),Total Records: 6196
14632,518,CT6918-00_01,Beacon Hill Brook,downstream Route 8 Crossing at mouth,NAUGATUCK,Connecticut,6918 - Beacon Hill Brook - Naugatuck - Housatonic,41.4685,-73.052,River/Stream,Total Records: 6196
14633,519,NOSEG,"Hockanum Brook, tributary to",at end of Buckingham Drive Beacon Heights,BEACON FALLS,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.441,-73.0416,River/Stream,Total Records: 6196
14634,520,CT6900-28_01,Hockanum Brook,at Blackberry Hill,BEACON FALLS,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4387,-73.0389,River/Stream,Total Records: 6196
14635,522,CT6919-00_01,Bladens River (Bladdens River),at Day Road,SEYMOUR,Connecticut,6919 - Bladens River - Naugatuck - Housatonic,41.3966,-73.0677,River/Stream,Total Records: 6196
14636,523,CT4000-00_03-INTO,Wethersfield Cove,near inlet Folly Brook,WETHERSFIELD,Connecticut,4005 - Folly Brook - Connecticut Main Stem - Connecticut,41.7246,-72.6616,River/Stream,Total Records: 6196
14637,524,CT4000-00_03-INTO,Wethersfield Cove,Center Wethersfield Cove,WETHERSFIELD,Connecticut,4005 - Folly Brook - Connecticut Main Stem - Connecticut,41.7236,-72.6578,River/Stream,Total Records: 6196
14638,525,CT4000-00_03-INTO,Wethersfield Cove,at outlet downstream RTE 91,WETHERSFIELD,Connecticut,4005 - Folly Brook - Connecticut Main Stem - Connecticut,41.7256,-72.6528,River/Stream,Total Records: 6196
14639,526,CT4000-00_03-INTO,Wethersfield Cove,North Outlet on East Shore,WETHERSFIELD,Connecticut,4005 - Folly Brook - Connecticut Main Stem - Connecticut,41.7264,-72.6564,River/Stream,Total Records: 6196
14640,527,CT4000-00_03-INTO,Wethersfield Cove,"South outlet on east shore, adjacent to Cove Park",WETHERSFIELD,Connecticut,4005 - Folly Brook - Connecticut Main Stem - Connecticut,41.7242,-72.655,River/Stream,Total Records: 6196
14641,528,CT4000-00_03,Connecticut River,Upstream 500m outlet of Wethersfield Cove,WETHERSFIELD,Connecticut,4000 - Connecticut River - Connecticut Main Stem - Connecticut,41.7273,-72.6498,River/Stream,Total Records: 6196
14642,529,UNKNOWN,Greenwich Cove/LIS,Northeast side Greenwich Island,GREENWICH,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0128,-73.5766,Estuary,Total Records: 6196
14643,530,UNKNOWN,Captain Harbor/LIS,west of Flat Neck Point,GREENWICH,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0017,-73.5918,Estuary,Total Records: 6196
14644,531,UNKNOWN,Long Island Sound,North of Bouy #34 off Greenwich point,GREENWICH,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0006,-73.5698,Estuary,Total Records: 6196
14645,532,UNKNOWN,Long Island Sound,South of Bouy #34 off Greenwich point,GREENWICH,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0004,-73.5661,Estuary,Total Records: 6196
14646,533,UNKNOWN,Stamford Harbor/LIS,south of entrance to harbor/breakwater,STAMFORD,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0143,-73.5366,Estuary,Total Records: 6196
14647,534,UNKNOWN,Greenwich Harbor/LIS,East of Round Island Near bouys,GREENWICH,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0092,-73.6232,Estuary,Total Records: 6196
14648,535,UNKNOWN,Long Island Sound,Southeast Breakwater at entrance to Stamford Harbor,STAMFORD,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0107,-73.5348,Estuary,Total Records: 6196
14649,536,UNKNOWN,Cove Harbor,Outside Cove Harbor entrance,STAMFORD,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0406,-73.4955,Estuary,Total Records: 6196
14650,537,UNKNOWN,Long Island Sound,Southwest Long Neck Point,STAMFORD,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0355,-73.4864,Estuary,Total Records: 6196
14651,538,UNKNOWN,Stamford Harbor,at Bouy #9 in Stamford Harbor,STAMFORD,Connecticut,7000 - Southwest Shoreline - Southwest Shoreline - Southwest Coast,41.0226,-73.5366,Estuary,Total Records: 6196
14652,539,CT6900-28_01,Hockanum Brook,at Sokorat Rd North,BEACON FALLS,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.4392,-73.0386,River/Stream,Total Records: 6196
14653,540,CT6912-00_01-INTO,Sherwood Ditch,in ditch drainage from sherwood company,WATERBURY,Connecticut,6912 - Steele Brook - Naugatuck - Housatonic,41.5777,-73.0678,Canal Drainage,Total Records: 6196
14654,541,INTO_CT****,Culvert to Norwalk River,at end of pipe culvert upstream of site 41,NORWALK,Connecticut,7300 - Norwalk River - Norwalk - Southwest Coast,41.1368,-73.4263,Storm Sewer,Total Records: 6196
14655,542,CT6900-00_05-INTO,"Naugatuck River, pipe at Chase River Rd North",25 meters downstream Old dam on east bank,WATERBURY,Connecticut,6900 - Naugatuck River - Naugatuck - Housatonic,41.5897,-73.0575,Storm Sewer,Total Records: 6196
14656,543,CT3103-00_02,Furnace Brook,Downstream of Dam Upstream of Concrete Channel,STAFFORD,Connecticut,3103 - Furnace Brook - Willimantic - Thames,41.9554,-72.3013,River/Stream,Total Records: 6196
14657,544,CT3103-00_02-INTO,Furnace Brook Bypass Channel,10 meters upstream confluence with furnace brook (at site FB5),STAFFORD,Connecticut,3103 - Furnace Brook - Willimantic - Thames,41.9555,-72.3016,Canal Drainage,Total Records: 6196
14658,545,CT3102-00_02,Middle River,Upstream Intersection of West Street and ?,STAFFORD,Connecticut,3102 - Middle River - Willimantic - Thames,41.9567,-72.3141,River/Stream,Total Records: 6196
14659,546,CT4709-04-1-L1_01,Pocotopaug Lake,Inbetween trib outlet and island West Side of Lake,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5946,-72.5079,Lake,Total Records: 6196
14660,547,CT4709-04-1-L1_01,Pocotopaug Lake,Due south of rock outcropping Southeast cove of Lake,EAST HAMPTON,Connecticut,4709 - Pine Brook - Salmon - Connecticut,41.5889,-72.4985,Lake,Total Records: 6196
14661,548,NOSEG,Shady Brook,upstream fire department,STAFFORD,Connecticut,3100 - Willimantic River - Willimantic - Thames,41.952,-72.3015,River/Stream,Total Records: 6196
14662,549,CT3700-00-2+L1_01,West Thompson Reservoir,Due West of Boat Launch Boat Launch,THOMPSON,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.952,-71.9024,Riverine Impoundment,Total Records: 6196
14663,550,CT3700-00-2+L1_01,West Thompson Reservoir,North end of lake between small island and erroding bank,THOMPSON,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.9613,-71.9085,Riverine Impoundment,Total Records: 6196
14664,551,CT3700-00-5+L4_01,Aspinook Pond,Upstream Cory Brook Confluence,CANTERBURY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.639,-71.9756,Riverine Impoundment,Total Records: 6196
14665,552,CT3700-00-5+L4_01,Aspinook Pond,Middle length of pond,GRISWOLD,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.6263,-71.9787,Riverine Impoundment,Total Records: 6196
14666,553,CT3700-00-5+L4_01,Aspinook Pond,Upstream Dam at south end of impoundment,GRISWOLD,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.6135,-71.9838,Riverine Impoundment,Total Records: 6196
14667,554,CT7109-00_01,Sasco Brook,Downstream Hulls Farm Road,WESTPORT,Connecticut,7109 - Sasco Brook - Southwest Eastern - Southwest Coast,41.1528,-73.306,River/Stream,Total Records: 6196
14668,555,CT7109-00_02,Sasco Brook,end of Horseshoe Lane upstream of storm drain.,FAIRFIELD,Connecticut,7109 - Sasco Brook - Southwest Eastern - Southwest Coast,41.1731,-73.3123,River/Stream,Total Records: 6196
14669,556,CT3300-00_01,French River,at Main Street (Red Bridge Road),THOMPSON,Connecticut,3300 - French River - French - Thames,41.9781,-71.9008,River/Stream,Total Records: 6196
14670,557,CT3700-00_06,Quinebaug River,downstream dam for west thompson reservoir (US french river),THOMPSON,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.9434,-71.9003,River/Stream,Total Records: 6196
14671,558,CT3708-00_01,Little River,downstream Rte 44 crossing,PUTNAM,Connecticut,3708 - Little River - Quinebaug - Thames,41.9119,-71.9157,River/Stream,Total Records: 6196
14672,559,INTO_CT****,Putnam WPCF,at final effluent,PUTNAM,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.9051,-71.9057,Facility Municipal Sewage (POTW),Total Records: 6196
14673,560,CT3400-00_01,Fivemile River,near mouth,KILLINGLY,Connecticut,3400 - Fivemile River - Fivemile - Thames,41.8021,-71.8868,River/Stream,Total Records: 6196
14674,561,CT3700-00_04,Quinebaug River,near danielson downstream fivemile confluence,KILLINGLY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.7985,-71.8864,River/Stream,Total Records: 6196
14675,562,CT3700-00_04,Quinebaug River,at Cotton Road Bridge (US rte 101),KILLINGLY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.8583,-71.9244,River/Stream,Total Records: 6196
14676,563,INTO_CT****,Killingly WPCF,"at final effluent, after dechlorination",KILLINGLY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.7939,-71.8898,Facility Municipal Sewage (POTW),Total Records: 6196
14677,564,CT3500-00_01,Moosup River,near mouth,PLAINFIELD,Connecticut,3500 - Moosup River - Moosup - Thames,41.7312,-71.9315,River/Stream,Total Records: 6196
14678,565,INTO_CT****,Plainfield (north) WPCF,at final effluent,PLAINFIELD,Connecticut,3500 - Moosup River - Moosup - Thames,41.7211,-71.9191,Facility Municipal Sewage (POTW),Total Records: 6196
14679,566,CT3700-00_02,Quinebaug River,at Butts Bridge Road,CANTERBURY,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.6512,-71.9707,River/Stream,Total Records: 6196
14680,567,INTO_CT****,Jewitt City WPCF,at final effluent,GRISWOLD,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.6005,-71.9846,Facility Municipal Sewage (POTW),Total Records: 6196
14681,568,CT3700-00_01,Quinebaug River,near Jewitt City DS WPCF,GRISWOLD,Connecticut,3700 - Quinebaug River - Quinebaug - Thames,41.5978,-71.9847,River/Stream,Total Records: 6196
14682,569,CT6000-00-5+L1_01,Lake Lillinonah,adjacent to East side of Goodyear Island,NEW MILFORD,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.5348,-73.4054,Riverine Impoundment,Total Records: 6196
14683,570,CT6000-00-5+L1_01,Lake Lillinonah,between boat launch and route 133 bridge,BRIDGEWATER,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.4793,-73.3495,Riverine Impoundment,Total Records: 6196
14684,571,CT6000-00-5+L1_01,Lake Lillinonah,1/2 mile north Shepaug Dam,SOUTHBURY,Connecticut,6000 - Housatonic River - Housatonic Main Stem - Housatonic,41.4541,-73.2999,Riverine Impoundment,Total Records: 6196
